date,planet,x_au,y_au
1900-01-01,mercury,-0.387379,-0.162652
1900-02-01,mercury,0.170781,-0.408196
1900-03-01,mercury,0.176938,0.256117
1900-04-01,mercury,-0.373986,-0.211395
1900-05-01,mercury,0.191421,-0.394793
1900-06-01,mercury,0.050027,0.302839
1900-07-01,mercury,-0.3435,-0.277955
1900-08-01,mercury,0.2645,-0.328739
1900-09-01,mercury,-0.085004,0.300622
1900-10-01,mercury,-0.28652,-0.352749
1900-11-01,mercury,0.320945,-0.242242
1900-12-01,mercury,-0.179171,0.268186
1901-01-01,mercury,-0.214846,-0.409543
1901-02-01,mercury,0.354136,-0.138445
1901-03-01,mercury,-0.234758,0.234226
1901-04-01,mercury,-0.174514,-0.430739
1901-05-01,mercury,0.358035,-0.109733
1901-06-01,mercury,-0.321741,0.145978
1901-07-01,mercury,-0.110545,-0.452611
1901-08-01,mercury,0.352053,0.007229
1901-09-01,mercury,-0.374799,0.041912
1901-10-01,mercury,-0.021201,-0.462893
1901-11-01,mercury,0.308104,0.122989
1901-12-01,mercury,-0.392856,-0.039467
1902-01-01,mercury,0.06913,-0.45104
1902-02-01,mercury,0.22447,0.222397
1902-03-01,mercury,-0.395256,-0.093271
1902-04-01,mercury,0.113612,-0.436557
1902-05-01,mercury,0.197247,0.243085
1902-06-01,mercury,-0.379435,-0.194389
1902-07-01,mercury,0.177037,-0.40433
1902-08-01,mercury,0.074015,0.297962
1902-09-01,mercury,-0.340137,-0.283624
1902-10-01,mercury,0.252452,-0.34214
1902-11-01,mercury,-0.061158,0.30464
1902-12-01,mercury,-0.297937,-0.340596
1903-01-01,mercury,0.312345,-0.259137
1903-02-01,mercury,-0.187151,0.264084
1903-03-01,mercury,-0.264656,-0.373246
1903-04-01,mercury,0.334612,-0.210239
1903-05-01,mercury,-0.215768,0.24731
1903-06-01,mercury,-0.189138,-0.423774
1903-07-01,mercury,0.355522,-0.129938
1903-08-01,mercury,-0.30858,0.163392
1903-09-01,mercury,-0.104533,-0.454001
1903-10-01,mercury,0.35579,-0.014038
1903-11-01,mercury,-0.367769,0.061203
1903-12-01,mercury,-0.03744,-0.462654
1904-01-01,mercury,0.318956,0.102923
1904-02-01,mercury,-0.393623,-0.046845
1904-03-01,mercury,0.030655,-0.458848
1904-04-01,mercury,0.264923,0.182992
1904-05-01,mercury,-0.395015,-0.100472
1904-06-01,mercury,0.119561,-0.434148
1904-07-01,mercury,0.189619,0.248208
1904-08-01,mercury,-0.377435,-0.200925
1904-09-01,mercury,0.202228,-0.387
1904-10-01,mercury,0.064914,0.300011
1904-11-01,mercury,-0.336703,-0.289193
1904-12-01,mercury,0.257117,-0.337102
1905-01-01,mercury,-0.070294,0.303288
1905-02-01,mercury,-0.277449,-0.361654
1905-03-01,mercury,0.289024,-0.297059
1905-04-01,mercury,-0.13559,0.286672
1905-05-01,mercury,-0.259862,-0.377327
1905-06-01,mercury,0.337155,-0.20328
1905-07-01,mercury,-0.223124,0.242434
1905-08-01,mercury,-0.183582,-0.426516
1905-09-01,mercury,0.359276,-0.094073
1905-10-01,mercury,-0.31373,0.156803
1905-11-01,mercury,-0.098497,-0.455308
1905-12-01,mercury,0.354512,-0.005935
1906-01-01,mercury,-0.370577,0.053842
1906-02-01,mercury,-0.008764,-0.462591
1906-03-01,mercury,0.339553,0.05359
1906-04-01,mercury,-0.386471,-0.000604
1906-05-01,mercury,0.014418,-0.460907
1906-06-01,mercury,0.279859,0.164937
1906-07-01,mercury,-0.395355,-0.081548
1906-08-01,mercury,0.10393,-0.440243
1906-09-01,mercury,0.181818,0.25316
1906-10-01,mercury,-0.382422,-0.183693
1906-11-01,mercury,0.188088,-0.3971
1906-12-01,mercury,0.08868,0.294138
1907-01-01,mercury,-0.345489,-0.274461
1907-02-01,mercury,0.261734,-0.331947
1907-03-01,mercury,0.021142,0.306551
1907-04-01,mercury,-0.319269,-0.314598
1907-05-01,mercury,0.278194,-0.311896
1907-06-01,mercury,-0.112815,0.29389
1907-07-01,mercury,-0.272265,-0.366478
1907-08-01,mercury,0.330247,-0.221369
1907-09-01,mercury,-0.230367,0.237394
1907-10-01,mercury,-0.198007,-0.419163
1907-11-01,mercury,0.357552,-0.11451
1907-12-01,mercury,-0.299907,0.173835
1908-01-01,mercury,-0.1142,-0.451702
1908-02-01,mercury,0.353053,0.002226
1908-03-01,mercury,-0.350465,0.099111
1908-04-01,mercury,-0.047399,-0.462163
1908-05-01,mercury,0.336742,0.061637
1908-06-01,mercury,-0.388,-0.008064
1908-07-01,mercury,0.020669,-0.460201
1908-08-01,mercury,0.274292,0.17195
1908-09-01,mercury,-0.394134,-0.114835
1908-10-01,mercury,0.109965,-0.437986
1908-11-01,mercury,0.173886,0.257935
1908-12-01,mercury,-0.380593,-0.190332
1909-01-01,mercury,0.193564,-0.393306
1909-02-01,mercury,0.046495,0.303424
1909-03-01,mercury,-0.363911,-0.237317
1909-04-01,mercury,0.231907,-0.362415
1909-05-01,mercury,0.011824,0.307263
1909-06-01,mercury,-0.315353,-0.319729
1909-07-01,mercury,0.282417,-0.306287
1909-08-01,mercury,-0.121586,0.2913
1909-09-01,mercury,-0.250037,-0.385245
1909-10-01,mercury,0.332993,-0.214507
1909-11-01,mercury,-0.23744,0.232235
1909-12-01,mercury,-0.192518,-0.42205
1910-01-01,mercury,0.358342,-0.106734
1910-02-01,mercury,-0.323549,0.143403
1910-03-01,mercury,-0.150939,-0.440337
1910-04-01,mercury,0.359308,-0.048339
1910-05-01,mercury,-0.340147,0.117672
1910-06-01,mercury,-0.063537,-0.46078
1910-07-01,mercury,0.343703,0.040571
1910-08-01,mercury,-0.383674,0.011424
1910-09-01,mercury,0.026861,-0.459398
1910-10-01,mercury,0.288464,0.153409
1910-11-01,mercury,-0.395168,-0.096047
1910-12-01,mercury,0.094196,-0.443642
1911-01-01,mercury,0.194368,0.245054
1911-02-01,mercury,-0.378664,-0.196915
1911-03-01,mercury,0.137924,-0.425962
1911-04-01,mercury,0.134729,0.277745
1911-05-01,mercury,-0.370503,-0.220963
1911-06-01,mercury,0.2186,-0.374069
1911-07-01,mercury,0.036208,0.304904
1911-08-01,mercury,-0.325426,-0.306116
1911-09-01,mercury,0.286549,-0.300602
1911-10-01,mercury,-0.098434,0.297646
1911-11-01,mercury,-0.262791,-0.374846
1911-12-01,mercury,0.325569,-0.232307
1912-01-01,mercury,-0.218601,0.245447
1912-02-01,mercury,-0.186976,-0.424857
1912-03-01,mercury,0.351047,-0.154435
1912-04-01,mercury,-0.290804,0.184056
1912-05-01,mercury,-0.145113,-0.442433
1912-06-01,mercury,0.358758,-0.040272
1912-07-01,mercury,-0.344222,0.110597
1912-08-01,mercury,-0.057359,-0.461404
1912-09-01,mercury,0.330565,0.077556
1912-10-01,mercury,-0.385446,0.003944
1912-11-01,mercury,0.0331,-0.45849
1912-12-01,mercury,0.283194,0.160586
1913-01-01,mercury,-0.394869,-0.103287
1913-02-01,mercury,0.121902,-0.433185
1913-03-01,mercury,0.238997,0.209605
1913-04-01,mercury,-0.388839,-0.155016
1913-05-01,mercury,0.143783,-0.423101
1913-06-01,mercury,0.126108,0.281351
1913-07-01,mercury,-0.36805,-0.22729
1913-08-01,mercury,0.22376,-0.369688
1913-09-01,mercury,-0.006852,0.307955
1913-10-01,mercury,-0.321616,-0.311409
1913-11-01,mercury,0.290615,-0.294793
1913-12-01,mercury,-0.107361,0.295382
1914-01-01,mercury,-0.257931,-0.378915
1914-02-01,mercury,0.338145,-0.200531
1914-03-01,mercury,-0.170075,0.272568
1914-04-01,mercury,-0.220701,-0.405891
1914-05-01,mercury,0.346376,-0.173757
1914-06-01,mercury,-0.275212,0.200041
1914-07-01,mercury,-0.160226,-0.436776
1914-08-01,mercury,0.359856,-0.061324
1914-09-01,mercury,-0.348119,0.103514
1914-10-01,mercury,-0.073413,-0.459582
1914-11-01,mercury,0.338508,0.056694
1914-12-01,mercury,-0.380482,0.023411
1915-01-01,mercury,0.016866,-0.460647
1915-02-01,mercury,0.277752,0.167651
1915-03-01,mercury,-0.391801,-0.031177
1915-04-01,mercury,0.062307,-0.452746
1915-05-01,mercury,0.255854,0.192931
1915-06-01,mercury,-0.391752,-0.13683
1915-07-01,mercury,0.128477,-0.430332
1915-08-01,mercury,0.148424,0.271486
1915-09-01,mercury,-0.365507,-0.233513
1915-10-01,mercury,0.210208,-0.380895
1915-11-01,mercury,0.017607,0.306849
1915-12-01,mercury,-0.331354,-0.297435
1916-01-01,mercury,0.279848,-0.309749
1916-02-01,mercury,-0.116167,0.292922
1916-03-01,mercury,-0.286999,-0.352226
1916-04-01,mercury,0.320611,-0.243014
1916-05-01,mercury,-0.178166,0.268673
1916-06-01,mercury,-0.215423,-0.409173
1916-07-01,mercury,0.348272,-0.166435
1916-08-01,mercury,-0.281284,0.194028
1916-09-01,mercury,-0.133373,-0.446299
1916-10-01,mercury,0.359577,-0.053317
1916-11-01,mercury,-0.351857,0.096375
1916-12-01,mercury,-0.067287,-0.460363
1917-01-01,mercury,0.335634,0.064679
1917-02-01,mercury,-0.38853,-0.010925
1917-03-01,mercury,-0.02189,-0.462904
1917-04-01,mercury,0.308665,0.122054
1917-05-01,mercury,-0.392728,-0.038594
1917-06-01,mercury,0.068446,-0.451233
1917-07-01,mercury,0.249556,0.19941
1917-08-01,mercury,-0.390734,-0.143825
1917-09-01,mercury,0.155329,-0.417091
1917-10-01,mercury,0.139987,0.275421
1917-11-01,mercury,-0.362859,-0.23971
1917-12-01,mercury,0.215436,-0.376703
1918-01-01,mercury,0.008264,0.307456
1918-02-01,mercury,-0.313787,-0.321722
1918-03-01,mercury,0.251929,-0.342743
1918-04-01,mercury,-0.060012,0.304776
1918-05-01,mercury,-0.298388,-0.340068
1918-06-01,mercury,0.311972,-0.259896
1918-07-01,mercury,-0.156731,0.278485
1918-08-01,mercury,-0.229131,-0.400388
1918-09-01,mercury,0.35005,-0.159006
1918-10-01,mercury,-0.265055,0.209523
1918-11-01,mercury,-0.148654,-0.44117
1918-12-01,mercury,0.359968,-0.074259
1919-01-01,mercury,-0.341725,0.114937
1919-02-01,mercury,-0.061114,-0.461042
1919-03-01,mercury,0.355961,-0.015025
1919-04-01,mercury,-0.367401,0.062035
1919-05-01,mercury,-0.038088,-0.462644
1919-06-01,mercury,0.319447,0.101986
1919-07-01,mercury,-0.389992,-0.019214
1919-08-01,mercury,0.05239,-0.454974
1919-09-01,mercury,0.243079,0.20577
1919-10-01,mercury,-0.393121,-0.125489
1919-11-01,mercury,0.140239,-0.42486
1919-12-01,mercury,0.16181,0.264685
1920-01-01,mercury,-0.369543,-0.223422
1920-02-01,mercury,0.220635,-0.372381
1920-03-01,mercury,0.066046,0.299768
1920-04-01,mercury,-0.337053,-0.28858
1920-05-01,mercury,0.256631,-0.337687
1920-06-01,mercury,-0.069172,0.303454
1920-07-01,mercury,-0.294075,-0.344791
1920-08-01,mercury,0.315375,-0.253497
1920-09-01,mercury,-0.194034,0.260325
1920-10-01,mercury,-0.223912,-0.403826
1920-11-01,mercury,0.35169,-0.151531
1920-12-01,mercury,-0.271372,0.203699
1921-01-01,mercury,-0.142817,-0.443212
1921-02-01,mercury,0.358527,-0.037158
1921-03-01,mercury,-0.313087,0.157598
1921-04-01,mercury,-0.099134,-0.455169
1921-05-01,mercury,0.354709,-0.006903
1921-06-01,mercury,-0.370217,0.054719
1921-07-01,mercury,-0.031892,-0.462823
1921-08-01,mercury,0.315489,0.109707
1921-09-01,mercury,-0.394147,-0.053374
1921-10-01,mercury,0.058543,-0.453627
1921-11-01,mercury,0.236452,0.211962
1921-12-01,mercury,-0.392306,-0.13252
1922-01-01,mercury,0.146038,-0.421977
1922-02-01,mercury,0.122826,0.282663
1922-03-01,mercury,-0.382595,-0.182908
1922-04-01,mercury,0.187492,-0.397536
1922-05-01,mercury,0.089828,0.293816
1922-06-01,mercury,-0.345835,-0.273788
1922-07-01,mercury,0.244222,-0.350675
1922-08-01,mercury,-0.045072,0.306445
1922-09-01,mercury,-0.289697,-0.349434
1922-10-01,mercury,0.306282,-0.270036
1922-11-01,mercury,-0.173184,0.271089
1922-12-01,mercury,-0.237434,-0.394632
1923-01-01,mercury,0.347133,-0.170949
1923-02-01,mercury,-0.277555,0.197738
1923-03-01,mercury,-0.19861,-0.418831
1923-04-01,mercury,0.357475,-0.115457
1923-05-01,mercury,-0.299213,0.174602
1923-06-01,mercury,-0.114859,-0.451539
1923-07-01,mercury,0.357637,-0.028161
1923-08-01,mercury,-0.362483,0.073851
1923-09-01,mercury,-0.025674,-0.462914
1923-10-01,mercury,0.325465,0.089352
1923-11-01,mercury,-0.392164,-0.03407
1923-12-01,mercury,0.042417,-0.456931
1924-01-01,mercury,0.253455,0.195439
1924-02-01,mercury,-0.391357,-0.139565
1924-03-01,mercury,0.10931,-0.438264
1924-04-01,mercury,0.17488,0.257354
1924-05-01,mercury,-0.380778,-0.189586
1924-06-01,mercury,0.192968,-0.393765
1924-07-01,mercury,0.080777,0.296276
1924-08-01,mercury,-0.342535,-0.279526
1924-09-01,mercury,0.26578,-0.327319
1924-10-01,mercury,-0.054332,0.305477
1924-11-01,mercury,-0.285225,-0.354018
1924-12-01,mercury,0.309854,-0.263776
1925-01-01,mercury,-0.181267,0.267098
1925-02-01,mercury,-0.213305,-0.410452
1925-03-01,mercury,0.332719,-0.215314
1925-04-01,mercury,-0.236584,0.232839
1925-05-01,mercury,-0.193087,-0.421749
1925-06-01,mercury,0.358294,-0.107654
1925-07-01,mercury,-0.304644,0.168163
1925-08-01,mercury,-0.108835,-0.453014
1925-09-01,mercury,0.351658,0.009366
1925-10-01,mercury,-0.365561,0.066554
1925-11-01,mercury,-0.01944,-0.462887
1925-12-01,mercury,0.321811,0.097187
1926-01-01,mercury,-0.393028,-0.041471
1926-02-01,mercury,0.070866,-0.450615
1926-03-01,mercury,0.289109,0.152543
1926-04-01,mercury,-0.395155,-0.095233
1926-05-01,mercury,0.093571,-0.443873
1926-06-01,mercury,0.195317,0.244429
1926-07-01,mercury,-0.385258,-0.172068
1926-08-01,mercury,0.17861,-0.403389
1926-09-01,mercury,0.071716,0.298503
1926-10-01,mercury,-0.350928,-0.264415
1926-11-01,mercury,0.253777,-0.340805
1926-12-01,mercury,-0.030054,0.307509
1927-01-01,mercury,-0.296713,-0.341896
1927-02-01,mercury,0.313316,-0.25744
1927-03-01,mercury,-0.097315,0.297903
1927-04-01,mercury,-0.263297,-0.374381
1927-05-01,mercury,0.32526,-0.233088
1927-06-01,mercury,-0.217675,0.246034
1927-07-01,mercury,-0.207357,-0.413943
1927-08-01,mercury,0.355877,-0.127924
1927-09-01,mercury,-0.309905,0.161656
1927-10-01,mercury,-0.124464,-0.448946
1927-11-01,mercury,0.355521,-0.011926
1927-12-01,mercury,-0.357138,0.085599
1928-01-01,mercury,-0.03568,-0.462729
1928-02-01,mercury,0.317971,0.104939
1928-03-01,mercury,-0.385208,0.004838
1928-04-01,mercury,0.032421,-0.458604
1928-05-01,mercury,0.283874,0.159713
1928-06-01,mercury,-0.394879,-0.102438
1928-07-01,mercury,0.099609,-0.441814
1928-08-01,mercury,0.187623,0.249518
1928-09-01,mercury,-0.376821,-0.202712
1928-10-01,mercury,0.184136,-0.399798
1928-11-01,mercury,0.062558,0.300496
1928-12-01,mercury,-0.347789,-0.270256
1929-01-01,mercury,0.258426,-0.335736
1929-02-01,mercury,-0.072657,0.302875
1929-03-01,mercury,-0.322024,-0.31081
1929-04-01,mercury,0.290173,-0.295492
1929-05-01,mercury,-0.106255,0.295658
1929-06-01,mercury,-0.258454,-0.378465
1929-07-01,mercury,0.328211,-0.226352
1929-08-01,mercury,-0.22503,0.241094
1929-09-01,mercury,-0.181969,-0.427273
1929-10-01,mercury,0.356925,-0.120204
1929-11-01,mercury,-0.315037,0.155021
1929-12-01,mercury,-0.118493,-0.45059
1930-01-01,mercury,0.354189,-0.00378
1930-02-01,mercury,-0.371258,0.051849
1930-03-01,mercury,-0.074074,-0.459503
1930-04-01,mercury,0.338867,0.055713
1930-05-01,mercury,-0.380209,0.024252
1930-06-01,mercury,0.016201,-0.460739
1930-07-01,mercury,0.29718,0.14074
1930-08-01,mercury,-0.395312,-0.083553
1930-09-01,mercury,0.105659,-0.439645
1930-10-01,mercury,0.207431,0.23583
1930-11-01,mercury,-0.381882,-0.185522
1930-12-01,mercury,0.169595,-0.408974
1931-01-01,mercury,0.086372,0.294788
1931-02-01,mercury,-0.344543,-0.276028
1931-03-01,mercury,0.209647,-0.381379
1931-04-01,mercury,0.018756,0.306748
1931-05-01,mercury,-0.331721,-0.29684
1931-06-01,mercury,0.279398,-0.310402
1931-07-01,mercury,-0.082764,0.301044
1931-08-01,mercury,-0.270925,-0.367659
1931-09-01,mercury,0.331051,-0.219539
1931-10-01,mercury,-0.20555,0.253639
1931-11-01,mercury,-0.196443,-0.419981
1931-12-01,mercury,0.353896,-0.140242
1932-01-01,mercury,-0.3013,0.172141
1932-02-01,mercury,-0.112498,-0.452125
1932-03-01,mercury,0.359658,-0.054271
1932-04-01,mercury,-0.351386,0.097223
1932-05-01,mercury,-0.06793,-0.460287
1932-06-01,mercury,0.336026,0.063714
1932-07-01,mercury,-0.382229,0.016854
1932-08-01,mercury,0.022421,-0.460004
1932-09-01,mercury,0.27285,0.173747
1932-10-01,mercury,-0.395245,-0.090781
1932-11-01,mercury,0.11165,-0.437371
1932-12-01,mercury,0.199998,0.241199
1933-01-01,mercury,-0.380032,-0.192127
1933-02-01,mercury,0.195086,-0.392285
1933-03-01,mercury,0.141065,0.274944
1933-04-01,mercury,-0.363133,-0.238994
1933-05-01,mercury,0.214879,-0.377197
1933-06-01,mercury,0.00946,0.307391
1933-07-01,mercury,-0.328076,-0.302234
1933-08-01,mercury,0.283594,-0.304781
1933-09-01,mercury,-0.123825,0.290571
1933-10-01,mercury,-0.266205,-0.371855
1933-11-01,mercury,0.333764,-0.212657
1933-12-01,mercury,-0.213089,0.248979
1934-01-01,mercury,-0.190944,-0.422842
1934-02-01,mercury,0.358576,-0.104654
1934-03-01,mercury,-0.264246,0.210225
1934-04-01,mercury,-0.149291,-0.440933
1934-05-01,mercury,0.35999,-0.075225
1934-06-01,mercury,-0.3412,0.115785
1934-07-01,mercury,-0.083932,-0.458014
1934-08-01,mercury,0.343104,0.042685
1934-09-01,mercury,-0.384116,0.009393
1934-10-01,mercury,0.006165,-0.461696
1934-11-01,mercury,0.287127,0.155303
1934-12-01,mercury,-0.395117,-0.071763
1935-01-01,mercury,0.095935,-0.443092
1935-02-01,mercury,0.192373,0.246409
1935-03-01,mercury,-0.393181,-0.124676
1935-04-01,mercury,0.139599,-0.425197
1935-05-01,mercury,0.162821,0.264145
1935-06-01,mercury,-0.369794,-0.222706
1935-07-01,mercury,0.201078,-0.387932
1935-08-01,mercury,0.033805,0.305201
1935-09-01,mercury,-0.324336,-0.307589
1935-10-01,mercury,0.272449,-0.319298
1935-11-01,mercury,-0.100765,0.297051
1935-12-01,mercury,-0.278399,-0.360703
1936-01-01,mercury,0.326431,-0.230494
1936-02-01,mercury,-0.220533,0.244126
1936-03-01,mercury,-0.224459,-0.403465
1936-04-01,mercury,0.351536,-0.152412
1936-05-01,mercury,-0.270615,0.204374
1936-06-01,mercury,-0.143431,-0.443004
1936-07-01,mercury,0.360002,-0.067221
1936-08-01,mercury,-0.345228,0.108708
1936-09-01,mercury,-0.0556,-0.461564
1936-10-01,mercury,0.340552,0.050758
1936-11-01,mercury,-0.385844,0.001941
1936-12-01,mercury,0.012406,-0.461137
1937-01-01,mercury,0.281819,0.162444
1937-02-01,mercury,-0.394717,-0.105247
1937-03-01,mercury,0.057897,-0.453797
1937-04-01,mercury,0.237281,0.211218
1937-05-01,mercury,-0.392368,-0.131741
1937-06-01,mercury,0.145434,-0.422318
1937-07-01,mercury,0.154609,0.268436
1937-08-01,mercury,-0.367314,-0.228996
1937-09-01,mercury,0.225204,-0.368504
1937-10-01,mercury,0.024539,0.306228
1937-11-01,mercury,-0.320514,-0.312831
1937-12-01,mercury,0.276795,-0.313822
1938-01-01,mercury,-0.109612,0.294751
1938-02-01,mercury,-0.256547,-0.380011
1938-03-01,mercury,0.305904,-0.270764
1938-04-01,mercury,-0.172166,0.271553
1938-05-01,mercury,-0.237967,-0.394227
1938-06-01,mercury,0.346947,-0.171817
1938-07-01,mercury,-0.253647,0.21938
1938-08-01,mercury,-0.158601,-0.437411
1938-09-01,mercury,0.359851,-0.059226
1938-10-01,mercury,-0.334332,0.127084
1938-11-01,mercury,-0.071682,-0.459821
1938-12-01,mercury,0.346862,0.0296
1939-01-01,mercury,-0.380977,0.021427
1939-02-01,mercury,0.018624,-0.460471
1939-03-01,mercury,0.325936,0.088386
1939-04-01,mercury,-0.392012,-0.033179
1939-05-01,mercury,0.041746,-0.457062
1939-06-01,mercury,0.254257,0.194636
1939-07-01,mercury,-0.394199,-0.113176
1939-08-01,mercury,0.130143,-0.429623
1939-09-01,mercury,0.146267,0.272527
1939-10-01,mercury,-0.37355,-0.212403
1939-11-01,mercury,0.211687,-0.379784
1939-12-01,mercury,0.048822,0.303037
1940-01-01,mercury,-0.330308,-0.298932
1940-02-01,mercury,0.281038,-0.308258
1940-03-01,mercury,-0.053159,0.305604
1940-04-01,mercury,-0.285707,-0.353496
1940-05-01,mercury,0.309474,-0.264524
1940-06-01,mercury,-0.180262,0.267587
1940-07-01,mercury,-0.232833,-0.39784
1940-08-01,mercury,0.348816,-0.164441
1940-09-01,mercury,-0.282848,0.192383
1940-10-01,mercury,-0.152814,-0.439634
1940-11-01,mercury,0.359523,-0.051161
1940-12-01,mercury,-0.338638,0.120088
1941-01-01,mercury,-0.065533,-0.460573
1941-02-01,mercury,0.334884,0.066786
1941-03-01,mercury,-0.36518,0.067403
1941-04-01,mercury,-0.020117,-0.462907
1941-05-01,mercury,0.322285,0.096237
1941-06-01,mercury,-0.392906,-0.040633
1941-07-01,mercury,0.04795,-0.455902
1941-08-01,mercury,0.24789,0.2011
1941-09-01,mercury,-0.390381,-0.145757
1941-10-01,mercury,0.136042,-0.42691
1941-11-01,mercury,0.137777,0.276421
1941-12-01,mercury,-0.371235,-0.218831
1942-01-01,mercury,0.216927,-0.375542
1942-02-01,mercury,0.00586,0.307572
1942-03-01,mercury,-0.351243,-0.26377
1942-04-01,mercury,0.253272,-0.341393
1942-05-01,mercury,-0.028922,0.307552
1942-06-01,mercury,-0.297157,-0.341383
1942-07-01,mercury,0.299942,-0.28065
1942-08-01,mercury,-0.158891,0.277537
1942-09-01,mercury,-0.227641,-0.40136
1942-10-01,mercury,0.343666,-0.183557
1942-11-01,mercury,-0.266711,0.207972
1942-12-01,mercury,-0.167808,-0.433644
1943-01-01,mercury,0.360035,-0.072143
1943-02-01,mercury,-0.342754,0.113062
1943-03-01,mercury,-0.125078,-0.44877
1943-04-01,mercury,0.355702,-0.012896
1943-05-01,mercury,-0.356702,0.086441
1943-06-01,mercury,-0.036331,-0.462716
1943-07-01,mercury,0.331419,0.075623
1943-08-01,mercury,-0.390262,-0.021202
1943-09-01,mercury,0.054132,-0.454629
1943-10-01,mercury,0.264145,0.183931
1943-11-01,mercury,-0.392863,-0.127402
1943-12-01,mercury,0.120618,-0.433771
1944-01-01,mercury,0.159714,0.265807
1944-02-01,mercury,-0.36883,-0.225138
1944-03-01,mercury,0.183552,-0.400221
1944-04-01,mercury,0.063726,0.300257
1944-05-01,mercury,-0.348115,-0.26959
1944-06-01,mercury,0.257935,-0.336338
1944-07-01,mercury,-0.038164,0.306998
1944-08-01,mercury,-0.292829,-0.346074
1944-09-01,mercury,0.31632,-0.25179
1944-10-01,mercury,-0.167111,0.273898
1944-11-01,mercury,-0.222417,-0.404765
1944-12-01,mercury,0.345747,-0.17631
1945-01-01,mercury,-0.272979,0.202125
1945-02-01,mercury,-0.141158,-0.443767
1945-03-01,mercury,0.356844,-0.121133
1945-04-01,mercury,-0.314389,0.155832
1945-05-01,mercury,-0.119141,-0.450411
1945-06-01,mercury,0.354395,-0.004775
1945-07-01,mercury,-0.360062,0.079204
1945-08-01,mercury,-0.030136,-0.462874
1945-09-01,mercury,0.314462,0.111703
1945-10-01,mercury,-0.391383,-0.028635
1945-11-01,mercury,0.060295,-0.453256
1945-12-01,mercury,0.258081,0.190594
1946-01-01,mercury,-0.392008,-0.134459
1946-02-01,mercury,0.147694,-0.421174
1946-03-01,mercury,0.208355,0.235157
1946-04-01,mercury,-0.382061,-0.184747
1946-05-01,mercury,0.168978,-0.409369
1946-06-01,mercury,0.087493,0.294478
1946-07-01,mercury,-0.356091,-0.254189
1946-08-01,mercury,0.245592,-0.349371
1946-09-01,mercury,-0.047466,0.306202
1946-10-01,mercury,-0.303984,-0.333611
1946-11-01,mercury,0.307307,-0.268369
1946-12-01,mercury,-0.145307,0.283045
1947-01-01,mercury,-0.235957,-0.395657
1947-02-01,mercury,0.347697,-0.168972
1947-03-01,mercury,-0.204628,0.254167
1947-04-01,mercury,-0.197023,-0.419667
1947-05-01,mercury,0.353764,-0.141128
1947-06-01,mercury,-0.300642,0.172876
1947-07-01,mercury,-0.134606,-0.445908
1947-08-01,mercury,0.357446,-0.025998
1947-09-01,mercury,-0.363276,0.071893
1947-10-01,mercury,-0.04631,-0.46225
1947-11-01,mercury,0.324564,0.091415
1947-12-01,mercury,-0.388138,-0.009216
1948-01-01,mercury,0.044176,-0.456632
1948-02-01,mercury,0.251835,0.197135
1948-03-01,mercury,-0.395229,-0.089983
1948-04-01,mercury,0.111016,-0.437645
1948-05-01,mercury,0.200911,0.240558
1948-06-01,mercury,-0.38021,-0.191409
1948-07-01,mercury,0.174611,-0.405952
1948-08-01,mercury,0.078452,0.296872
1948-09-01,mercury,-0.341563,-0.281082
1948-10-01,mercury,0.250392,-0.344462
1948-11-01,mercury,-0.056671,0.305183
1948-12-01,mercury,-0.299758,-0.338454
1949-01-01,mercury,0.310851,-0.262098
1949-02-01,mercury,-0.183302,0.266023
1949-03-01,mercury,-0.266698,-0.371399
1949-04-01,mercury,0.333491,-0.213477
1949-05-01,mercury,-0.212161,0.249534
1949-06-01,mercury,-0.19152,-0.422539
1949-07-01,mercury,0.355068,-0.133536
1949-08-01,mercury,-0.30601,0.166438
1949-09-01,mercury,-0.107133,-0.453414
1949-10-01,mercury,0.356435,-0.017908
1949-11-01,mercury,-0.366299,0.064608
1949-12-01,mercury,-0.040119,-0.462575
1950-01-01,mercury,0.32088,0.099194
1950-02-01,mercury,-0.393179,-0.043452
1950-03-01,mercury,0.005501,-0.461761
1950-04-01,mercury,0.287808,0.154406
1950-05-01,mercury,-0.395048,-0.070891
1950-06-01,mercury,0.095283,-0.443333
1950-07-01,mercury,0.220081,0.226055
1950-08-01,mercury,-0.384779,-0.173908
1950-09-01,mercury,0.180176,-0.402433
1950-10-01,mercury,0.102006,0.290111
1950-11-01,mercury,-0.350033,-0.266017
1950-12-01,mercury,0.237738,-0.357093
1951-01-01,mercury,-0.032431,0.307366
1951-02-01,mercury,-0.295479,-0.343201
1951-03-01,mercury,0.271974,-0.319946
1951-04-01,mercury,-0.099611,0.297323
1951-05-01,mercury,-0.278891,-0.360192
1951-06-01,mercury,0.326116,-0.231298
1951-07-01,mercury,-0.192089,0.26135
1951-08-01,mercury,-0.205803,-0.414814
1951-09-01,mercury,0.356222,-0.12586
1951-10-01,mercury,-0.291569,0.183134
1951-11-01,mercury,-0.122763,-0.449421
1951-12-01,mercury,0.358748,-0.039091
1952-01-01,mercury,-0.358007,0.08365
1952-02-01,mercury,-0.033917,-0.462793
1952-03-01,mercury,0.340899,0.049778
1952-04-01,mercury,-0.385617,0.002817
1952-05-01,mercury,0.011727,-0.461214
1952-06-01,mercury,0.282498,0.161576
1952-07-01,mercury,-0.395225,-0.078237
