date,product,value,yoy
2019-07-01,Fresh vegetables,168.3,18.855932203389834
2019-08-01,Fresh vegetables,157.4,14.806710430342829
2019-09-01,Fresh vegetables,149.0,12.368024132730016
2019-10-01,Fresh vegetables,142.0,7.494322482967464
2019-11-01,Fresh vegetables,153.3,7.053072625698342
2019-12-01,Fresh vegetables,158.9,1.5335463258785875
2020-01-01,Fresh vegetables,167.8,5.0062578222778376
2020-02-01,Fresh vegetables,166.5,3.287841191066998
2020-03-01,Fresh vegetables,162.2,1.6290726817042467
2020-04-01,Fresh vegetables,163.4,3.877940241576594
2020-05-01,Fresh vegetables,159.8,1.2032932235592098
2020-06-01,Fresh vegetables,166.9,0.7242003621001913
2020-07-01,Fresh vegetables,168.9,0.35650623885916666
2020-08-01,Fresh vegetables,160.9,2.223634053367207
2020-09-01,Fresh vegetables,154.4,3.624161073825505
2020-10-01,Fresh vegetables,155.5,9.507042253521124
2020-11-01,Fresh vegetables,160.3,4.566210045662089
2020-12-01,Fresh vegetables,160.6,1.0698552548772833
2021-01-01,Fresh vegetables,168.1,0.17878426698449967
2021-02-01,Fresh vegetables,169.0,1.501501501501501
2021-03-01,Fresh vegetables,160.7,-0.9247842170160281
2021-04-01,Fresh vegetables,151.7,-7.160342717258272
2021-05-01,Fresh vegetables,155.1,-2.941176470588247
2021-06-01,Fresh vegetables,154.4,-7.489514679448773
2021-07-01,Fresh vegetables,156.3,-7.46003552397868
2021-08-01,Fresh vegetables,152.8,-5.034182722187685
2021-09-01,Fresh vegetables,149.5,-3.173575129533679
2021-10-01,Fresh vegetables,149.3,-3.9871382636655905
2021-11-01,Fresh vegetables,164.0,2.308172177167811
2021-12-01,Fresh vegetables,166.1,3.424657534246567
2022-01-01,Fresh vegetables,170.8,1.6061867935752705
2022-02-01,Fresh vegetables,171.1,1.2426035502958621
2022-03-01,Fresh vegetables,168.1,4.604853764779104
2022-04-01,Fresh vegetables,164.1,8.174027686222818
2022-05-01,Fresh vegetables,171.0,10.251450676982587
2022-06-01,Fresh vegetables,169.0,9.455958549222787
2022-07-01,Fresh vegetables,170.0,8.765195137555981
2022-08-01,Fresh vegetables,167.0,9.293193717277482
2022-09-01,Fresh vegetables,167.2,11.83946488294314
2022-10-01,Fresh vegetables,165.7,10.984594775619549
2022-11-01,Fresh vegetables,182.3,11.158536585365852
2022-12-01,Fresh vegetables,188.7,13.606261288380495
2023-01-01,Fresh vegetables,195.9,14.695550351288045
2023-02-01,Fresh vegetables,194.0,13.383985973115141
2023-03-01,Fresh vegetables,186.2,10.767400356930402
2023-04-01,Fresh vegetables,178.5,8.775137111517362
2023-05-01,Fresh vegetables,186.2,8.888888888888879
2023-06-01,Fresh vegetables,182.8,8.165680473372783
2023-07-01,Fresh vegetables,185.6,9.176470588235297
2023-08-01,Fresh vegetables,181.6,8.742514970059867
2023-09-01,Fresh vegetables,179.9,7.595693779904322
2023-10-01,Fresh vegetables,174.0,5.009052504526257
2023-11-01,Fresh vegetables,186.9,2.5233132199670827
2023-12-01,Fresh vegetables,189.7,0.5299417064122958
2024-01-01,Fresh vegetables,197.3,0.7146503318019359
2024-02-01,Fresh vegetables,200.6,3.402061855670091
2024-03-01,Fresh vegetables,190.9,2.5241675617615478
2024-04-01,Fresh vegetables,184.1,3.137254901960773
2024-05-01,Fresh vegetables,190.5,2.309344790547807
2024-06-01,Fresh vegetables,189.8,3.8293216630197024
2024-07-01,Fresh vegetables,195.0,5.06465517241379
2024-08-01,Fresh vegetables,189.5,4.350220264317173
2024-09-01,Fresh vegetables,187.8,4.391328515842141
2024-10-01,Fresh vegetables,182.5,4.885057471264376
2024-11-01,Fresh vegetables,193.9,3.7453183520599342
2024-12-01,Fresh vegetables,199.6,5.218766473379022
2025-01-01,Fresh vegetables,206.0,4.409528636594007
2025-02-01,Fresh vegetables,202.5,0.9471585244267278
2025-03-01,Fresh vegetables,192.0,0.5762179151388214
2025-04-01,Fresh vegetables,191.0,3.7479630635524286
2025-05-01,Fresh vegetables,192.5,1.049868766404205
2025-06-01,Fresh vegetables,184.0,-3.0558482613277205
2025-07-01,Fresh vegetables,188.2,-3.4871794871794926
2025-08-01,Fresh vegetables,185.7,-2.0052770448548918
2025-09-01,Fresh vegetables,191.3,1.863684771033003
2025-10-01,Fresh vegetables,179.9,-1.4246575342465762
2025-11-01,Fresh vegetables,192.1,-0.9283135636926287
2025-12-01,Fresh vegetables,197.0,-1.3026052104208374
2026-01-01,Fresh vegetables,202.2,-1.8446601941747631
2026-02-01,Fresh vegetables,203.6,0.5432098765432158
2026-03-01,Fresh vegetables,207.0,7.8125
2026-04-01,Fresh vegetables,198.9,4.136125654450273
2026-05-01,Fresh vegetables,209.8,8.987012987012989
2026-06-01,Fresh vegetables,200.9,9.184782608695663
